source_warehouse,destination_warehouse,dbd,Quantity,Count_Box_ID,box_final_status,last_unloaded_node_id,NextStop,Flag,DBD Time,Local/Zonal Flag,LT time,Breach,Flag,Source City
ben_hos_wh_nl_02nl,hyd_176_wh_hl_01,2026-05-21 16:30:00,46,8,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_111_wh_hl_01,2026-05-21 16:30:00,224,11,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,roa_102_wh_hl_01,2026-05-21 16:30:00,86,5,XD Grid,Vijayawada Grocery NL SH_DS,vij_gsh_wh_nl_02nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_138_wh_hl_01,2026-05-21 16:30:00,6,2,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_116_wh_hl_01,2026-05-21 16:30:00,318,17,On wheels,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_117_wh_hl_01,2026-05-21 16:30:00,7,1,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_130_wh_hl_01,2026-05-21 16:30:00,43,6,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_116_wh_hl_01,2026-05-21 16:30:00,2,1,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_172_wh_hl_01,2026-05-21 16:30:00,5,1,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,vij_103_wh_hl_01,2026-05-21 16:30:00,2,1,On wheels,Motherhub_MAL,vij_103_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_197_wh_hl_01,2026-05-21 16:30:00,7,1,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_116_wh_hl_01,2026-05-21 16:30:00,3,1,On wheels,MotherHub_CSK,che_116_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_101_wh_hl_02,2026-05-21 16:30:00,2,1,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_104_wh_hl_01,2026-05-21 16:30:00,2,1,On wheels,,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_138_wh_hl_01,2026-05-21 16:30:00,212,9,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_101_wh_hl_02,2026-05-21 16:30:00,477,26,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_103_wh_hl_01,2026-05-21 16:30:00,260,11,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_107_wh_hl_01,2026-05-21 16:30:00,385,23,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,roa_102_wh_hl_01,2026-05-21 16:30:00,2,1,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_139_wh_hl_01,2026-05-21 16:30:00,166,10,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_135_wh_hl_01,2026-05-21 16:30:00,231,11,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_122_wh_hl_01,2026-05-21 16:30:00,395,25,On wheels,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_036_wh_hl_01,2026-05-21 16:30:00,72,4,On wheels,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rka_128_wh_hl_01,2026-05-21 16:30:00,30,3,On wheels,,rka_128_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_036_wh_hl_01,2026-05-21 16:30:00,1,1,Source Grid,,ben_036_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_132_wh_hl_01,2026-05-21 16:30:00,6,1,On wheels,,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,roa_102_wh_hl_01,2026-05-21 16:30:00,1,1,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,viz_102_wh_hl_01,2026-05-21 16:30:00,1,1,XD Grid,Vijayawada Grocery NL SH_DS,vij_gsh_wh_nl_02nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_176_wh_hl_01,2026-05-21 16:30:00,1,1,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_128_wh_hl_01,2026-05-21 16:30:00,6,1,On wheels,,ben_128_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_141_wh_hl_01,2026-05-21 16:30:00,199,8,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_125_wh_hl_01,2026-05-21 16:30:00,325,16,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_124_wh_hl_01,2026-05-21 16:30:00,274,17,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_189_wh_hl_01,2026-05-21 16:30:00,211,11,On wheels,,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_118_wh_hl_01,2026-05-21 16:30:00,412,15,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_124_wh_hl_01,2026-05-21 16:30:00,17,1,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_146_wh_hl_01,2026-05-21 16:30:00,177,8,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_105_wh_hl_01,2026-05-21 16:30:00,401,18,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_126_wh_hl_01,2026-05-21 16:30:00,191,11,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_172_wh_hl_01,2026-05-21 16:30:00,105,7,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_024_wh_hl_01,2026-05-21 16:30:00,87,2,On wheels,,ben_024_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_132_wh_hl_01,2026-05-21 16:30:00,224,11,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_104_wh_hl_01,2026-05-21 16:30:00,41,2,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_134_wh_hl_01,2026-05-21 16:30:00,338,20,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_107_wh_hl_01,2026-05-21 16:30:00,23,1,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,vij_103_wh_hl_01,2026-05-21 16:30:00,342,17,XD Grid,Vijayawada Grocery NL SH_DS,vij_gsh_wh_nl_02nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_172_wh_hl_01,2026-05-21 16:30:00,38,2,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_165_wh_hl_01,2026-05-21 16:30:00,11,1,On wheels,,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_164_wh_hl_01,2026-05-21 16:30:00,58,9,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_165_wh_hl_01,2026-05-21 16:30:00,32,2,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_197_wh_hl_01,2026-05-21 16:30:00,45,3,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_146_wh_hl_01,2026-05-21 16:30:00,156,7,On wheels,,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_043_wh_hl_01,2026-05-21 16:30:00,48,1,On wheels,,ben_043_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_106_wh_hl_01,2026-05-21 16:30:00,4,1,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_155_wh_hl_01,2026-05-21 16:30:00,217,23,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_104_wh_hl_01,2026-05-21 16:30:00,368,19,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_168_wh_hl_01,2026-05-21 16:30:00,207,14,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_917_wh_hl_01,2026-05-21 16:30:00,65,2,On wheels,,ben_917_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_179_wh_hl_01,2026-05-21 16:30:00,149,7,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_179_wh_hl_01,2026-05-21 16:30:00,185,13,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_105_wh_hl_01,2026-05-21 16:30:00,3,1,On wheels,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_103_wh_hl_01,2026-05-21 16:30:00,116,5,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_142_wh_hl_01,2026-05-21 16:30:00,63,4,On wheels,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_142_wh_hl_01,2026-05-21 16:30:00,37,2,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_054_wh_hl_01,2026-05-21 16:30:00,213,13,On wheels,,ben_054_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_150_wh_hl_01,2026-05-21 16:30:00,292,15,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_136_wh_hl_01,2026-05-21 16:30:00,141,8,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_112_wh_hl_01,2026-05-21 16:30:00,165,11,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_165_wh_hl_01,2026-05-21 16:30:00,3,3,On wheels,MotherHub_CSK,che_165_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_124_wh_hl_01,2026-05-21 16:30:00,6,1,On wheels,MotherHub_CSK,che_124_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_110_wh_hl_01,2026-05-21 16:30:00,134,7,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_165_wh_hl_01,2026-05-21 16:30:00,1,1,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,vij_102_wh_hl_01,2026-05-21 16:30:00,486,32,XD Grid,Vijayawada Grocery NL SH_DS,vij_gsh_wh_nl_02nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_115_wh_hl_01,2026-05-21 16:30:00,664,32,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rka_117_wh_hl_01,2026-05-21 16:30:00,367,22,Source Grid,,rka_117_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,rka_113_wh_hl_01,2026-05-21 16:30:00,152,11,On wheels,,rka_113_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_036_wh_hl_01,2026-05-21 16:30:00,60,3,On wheels,,ben_036_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_126_wh_hl_01,2026-05-21 16:30:00,468,24,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_134_wh_hl_01,2026-05-21 16:30:00,60,4,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_146_wh_hl_01,2026-05-21 16:30:00,19,1,On wheels,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,vij_104_wh_hl_01,2026-05-21 16:30:00,173,8,XD Grid,Vijayawada Grocery NL SH_DS,vij_gsh_wh_nl_02nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_110_wh_hl_01,2026-05-21 16:30:00,9,1,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_130_wh_hl_01,2026-05-21 16:30:00,8,1,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_116_wh_hl_01,2026-05-21 16:30:00,49,1,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_150_wh_hl_01,2026-05-21 16:30:00,2,1,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_180_wh_hl_01,2026-05-21 16:30:00,1132,50,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,vij_101_wh_hl_01,2026-05-21 16:30:00,12,1,On wheels,Motherhub_MAL,vij_101_wh_hl_01,TRUE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_024_wh_hl_01,2026-05-21 16:30:00,176,10,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,ben_036_wh_hl_01,2026-05-21 16:30:00,68,3,XD Grid,Anekal Grocery_NL HL Sourcing Hub,ane_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,viz_102_wh_hl_01,2026-05-21 16:30:00,36,5,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_104_wh_hl_01,2026-05-21 16:30:00,51,2,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_122_wh_hl_01,2026-05-21 16:30:00,38,4,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_118_wh_hl_01,2026-05-21 16:30:00,18,2,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_150_wh_hl_01,2026-05-21 16:30:00,6,1,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,vij_101_wh_hl_01,2026-05-21 16:30:00,396,23,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,roa_105_wh_hl_01,2026-05-21 16:30:00,200,5,XD Grid,Vijayawada Grocery NL SH_DS,vij_gsh_wh_nl_02nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,roa_105_wh_hl_01,2026-05-21 16:30:00,2,1,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_147_wh_hl_01,2026-05-21 16:30:00,6,2,On wheels,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,vij_104_wh_hl_01,2026-05-21 16:30:00,1,1,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_159_wh_hl_01,2026-05-21 16:30:00,65,5,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_116_wh_hl_01,2026-05-21 16:30:00,25,2,Source Grid,,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_137_wh_hl_01,2026-05-21 16:30:00,190,8,On wheels,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_149_wh_hl_01,2026-05-21 16:30:00,159,7,On wheels,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_111_wh_hl_01,2026-05-21 16:30:00,184,7,Source Grid,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_150_wh_hl_01,2026-05-21 16:30:00,203,10,On wheels,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_168_wh_hl_01,2026-05-21 16:30:00,8,3,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_135_wh_hl_01,2026-05-21 16:30:00,6,2,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,che_125_wh_hl_01,2026-05-21 16:30:00,47,4,XD Grid,Chennai Grocery_NL HL Sourcing hub,che_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_141_wh_hl_01,2026-05-21 16:30:00,14,1,XD Grid,Hyderabad Grocery_NL HL Sourcing hub,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
ben_hos_wh_nl_02nl,hyd_178_wh_hl_01,2026-05-21 16:30:00,10,4,On wheels,,hyd_gsh_wh_nl_01nl,FALSE,16:30,#N/A,2026-05-22 14:30:00,Breach,1.Past DBD,Bangalore
